specimenID,clade_name,relative_abundance
icNF97.2b,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Lentivirus,61.10616
icNF97.2b,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus,28.50894
icNF97.2b,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified,9.67742
icNF97.2b,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus,0.70748
icNF97.2b,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Lentivirus|s__Human_immunodeficiency_virus_1,61.10616
icNF97.2b,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Abelson_murine_leukemia_virus,18.9705
icNF97.2b,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified|s__Human_endogenous_retrovirus_K,9.67742
icNF97.2b,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Murine_osteosarcoma_virus,9.53843
icNF97.2b,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus|s__Pestivirus_Giraffe_1,0.42445
icNF97.2b,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus|s__Pestivirus_A,0.28304
cNF97.2a,k__Viruses,100
cNF97.2a,k__Viruses|p__Viruses_unclassified,100
cNF97.2a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified,100
cNF97.2a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales,94.34445
cNF97.2a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified,5.65555
cNF97.2a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae,94.34445
cNF97.2a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae,5.65555
cNF97.2a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus,63.544
cNF97.2a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified,30.80045
cNF97.2a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus,5.65555
cNF97.2a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Abelson_murine_leukemia_virus,35.12883
cNF97.2a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified|s__Human_endogenous_retrovirus_K,30.80045
cNF97.2a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Murine_osteosarcoma_virus,28.41517
cNF97.2a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus|s__Pestivirus_Giraffe_1,3.67444
cNF97.2a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus|s__Pestivirus_B,1.54871
cNF97.2a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus|s__Pestivirus_A,0.4324
cNF98.4d,k__Viruses,100
cNF98.4d,k__Viruses|p__Viruses_unclassified,100
cNF98.4d,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified,100
cNF98.4d,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales,97.25006
cNF98.4d,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified,2.74994
cNF98.4d,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae,97.25006
cNF98.4d,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae,2.74994
cNF98.4d,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus,79.26329
cNF98.4d,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified,17.09885
cNF98.4d,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus,2.74994
cNF98.4d,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Alpharetrovirus,0.88792
cNF98.4d,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Abelson_murine_leukemia_virus,49.77007
cNF98.4d,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Murine_osteosarcoma_virus,29.49322
cNF98.4d,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified|s__Human_endogenous_retrovirus_K,17.09885
cNF98.4d,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus|s__Pestivirus_Giraffe_1,2.24985
cNF98.4d,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Alpharetrovirus|s__Avian_myelocytomatosis_virus,0.88792
cNF98.4d,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus|s__Pestivirus_A,0.50009
icNF98.4c,k__Viruses,100
icNF98.4c,k__Viruses|p__Viruses_unclassified,100
icNF98.4c,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified,100
icNF98.4c,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales,99.6013
icNF98.4c,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified,0.3987
icNF98.4c,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae,99.6013
icNF98.4c,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae,0.3987
icNF98.4c,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Lentivirus,85.91989
icNF98.4c,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus,11.59123
icNF98.4c,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified,2.09018
icNF98.4c,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus,0.3987
icNF98.4c,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Lentivirus|s__Human_immunodeficiency_virus_1,85.91989
icNF98.4c,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Abelson_murine_leukemia_virus,7.5739
icNF98.4c,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Murine_osteosarcoma_virus,4.01732
icNF98.4c,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified|s__Human_endogenous_retrovirus_K,2.09018
icNF98.4c,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus|s__Pestivirus_Giraffe_1,0.33614
icNF98.4c,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus|s__Pestivirus_B,0.06256
i28cNF,k__Viruses,100
i28cNF,k__Viruses|p__Viruses_unclassified,100
i28cNF,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified,100
i28cNF,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales,99.09476
i28cNF,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified,0.90524
i28cNF,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae,99.09476
i28cNF,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae,0.90524
i28cNF,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Lentivirus,59.3806
i28cNF,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus,22.35832
i28cNF,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified,17.35584
i28cNF,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus,0.90524
i28cNF,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Lentivirus|s__Human_immunodeficiency_virus_1,59.3806
i28cNF,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified|s__Human_endogenous_retrovirus_K,17.35584
i28cNF,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Abelson_murine_leukemia_virus,12.37178
i28cNF,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Murine_osteosarcoma_virus,9.98654
i28cNF,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus|s__Pestivirus_Giraffe_1,0.90524
icNF00.10a,k__Viruses,100
icNF00.10a,k__Viruses|p__Viruses_unclassified,100
icNF00.10a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified,100
icNF00.10a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales,98.19079
icNF00.10a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified,1.11067
icNF00.10a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales,0.69854
icNF00.10a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae,98.19079
icNF00.10a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae,1.11067
icNF00.10a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae,0.69854
icNF00.10a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus,46.82842
icNF00.10a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Lentivirus,45.03157
icNF00.10a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified,6.33079
icNF00.10a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus,1.11067
icNF00.10a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus,0.69854
icNF00.10a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Lentivirus|s__Human_immunodeficiency_virus_1,45.03157
icNF00.10a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Abelson_murine_leukemia_virus,27.64082
icNF00.10a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Murine_osteosarcoma_virus,19.1876
icNF00.10a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified|s__Human_endogenous_retrovirus_K,6.33079
icNF00.10a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus|s__Pestivirus_Giraffe_1,1.11067
icNF00.10a,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Ateline_gammaherpesvirus_3,0.69854
SRR4421566,k__Viruses,100
SRR4421566,k__Viruses|p__Viruses_unclassified,100
SRR4421566,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified,100
SRR4421566,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales,57.33492
SRR4421566,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales,28.3952
SRR4421566,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified,14.26988
SRR4421566,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae,57.33492
SRR4421566,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae,28.3952
SRR4421566,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae,9.93418
SRR4421566,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Viruses_unclassified,4.3357
SRR4421566,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus,57.33492
SRR4421566,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus,27.39357
SRR4421566,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pegivirus,9.75845
SRR4421566,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Viruses_unclassified|g__Viruses_unclassified,4.3357
SRR4421566,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified,1.00164
SRR4421566,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus,0.17573
SRR4421566,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_3,57.33492
SRR4421566,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Murine_osteosarcoma_virus,21.32459
SRR4421566,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pegivirus|s__Pegivirus_C,9.75845
SRR4421566,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Abelson_murine_leukemia_virus,6.06897
SRR4421566,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Viruses_unclassified|g__Viruses_unclassified|s__Salmonella_phage_Fels_1,4.3357
SRR4421566,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified|s__Human_endogenous_retrovirus_K,1.00164
SRR4421566,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus|s__Pestivirus_Giraffe_1,0.17573
SRR4422106,k__Viruses,100
SRR4422106,k__Viruses|p__Viruses_unclassified,100
SRR4422106,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified,100
SRR4422106,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales,59.11985
SRR4422106,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales,40.88015
SRR4422106,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae,59.11985
SRR4422106,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae,40.88015
SRR4422106,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus,41.9651
SRR4422106,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus,40.88015
SRR4422106,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified,17.15475
SRR4422106,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_3,40.88015
SRR4422106,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Murine_osteosarcoma_virus,39.59831
SRR4422106,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified|s__Human_endogenous_retrovirus_K,17.15475
SRR4422106,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Abelson_murine_leukemia_virus,2.36679
SRR4422380,k__Viruses,100
SRR4422380,k__Viruses|p__Viruses_unclassified,100
SRR4422380,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified,100
SRR4422380,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales,63.38724
SRR4422380,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales,36.46729
SRR4422380,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified,0.14547
SRR4422380,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae,63.38724
SRR4422380,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae,36.46729
SRR4422380,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae,0.14547
SRR4422380,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus,63.38724
SRR4422380,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus,35.63832
SRR4422380,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified,0.82896
SRR4422380,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus,0.14547
SRR4422380,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_3,63.38724
SRR4422380,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Murine_osteosarcoma_virus,25.00194
SRR4422380,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Abelson_murine_leukemia_virus,10.63638
SRR4422380,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified|s__Human_endogenous_retrovirus_K,0.82896
SRR4422380,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus|s__Pestivirus_A,0.14547
SRR4422381,k__Viruses,100
SRR4422381,k__Viruses|p__Viruses_unclassified,100
SRR4422381,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified,100
SRR4422381,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales,91.19276
SRR4422381,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales,8.80724
SRR4422381,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae,91.19276
SRR4422381,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae,8.80724
SRR4422381,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus,91.19276
SRR4422381,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus,8.80724
SRR4422381,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_3,91.19276
SRR4422381,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Murine_osteosarcoma_virus,7.93747
SRR4422381,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Abelson_murine_leukemia_virus,0.86978
patient1tumor1,k__Viruses,100
patient1tumor1,k__Viruses|p__Viruses_unclassified,100
patient1tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified,100
patient1tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales,40.71197
patient1tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales,37.05965
patient1tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified,22.06839
patient1tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales,0.09403
patient1tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Picornavirales,0.06596
patient1tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae,40.71197
patient1tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae,28.84415
patient1tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Partitiviridae,9.62539
patient1tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae,8.47381
patient1tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae,8.21551
patient1tumor1,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Polydnaviridae,3.40668
